country_name,unit_measure_id,price_month,price_year,commodity_category,predicted_price
Indonesia,5,2,2017,Proteins,1.2751286580107348
Indonesia,5,2,2017,Fuel,1.1627928287046458
Lao People's Democratic Republic,5,2,2017,Grains and Cereals,0.7802868967286756
Lao People's Democratic Republic,5,2,2017,Pulses and Lentils,1.1034807540178846
Lao People's Democratic Republic,5,2,2017,Edible Oils,1.1558918093396557
Lao People's Democratic Republic,5,2,2017,Vegetables,0.8632320728118984
Lao People's Democratic Republic,5,2,2017,Sweeteners,1.0956309650813678
Lao People's Democratic Republic,5,2,2017,Miscellaneous,3.2930685992151574
Lao People's Democratic Republic,5,2,2017,Dairy Products,1.1579351844206753
Lao People's Democratic Republic,5,2,2017,Salt,0.851130842596161
Lao People's Democratic Republic,5,2,2017,Proteins,1.1299691922320967
Lao People's Democratic Republic,5,2,2017,Fuel,1.013778674221677
Myanmar,5,2,2017,Grains and Cereals,0.711769134424486
Myanmar,5,2,2017,Pulses and Lentils,1.0049008926601735
Myanmar,5,2,2017,Edible Oils,1.2227829231651786
Myanmar,5,2,2017,Vegetables,0.8313412240372833
Myanmar,5,2,2017,Sweeteners,1.0562282254713071
Myanmar,5,2,2017,Miscellaneous,1.8128645849966838
Myanmar,5,2,2017,Dairy Products,1.0685018928599148
Myanmar,5,2,2017,Salt,0.7993379156289042
Myanmar,5,2,2017,Proteins,1.1866066808990936
Myanmar,5,2,2017,Fuel,1.0221790387665872
Philippines,5,2,2017,Grains and Cereals,0.6548789562248871
Philippines,5,2,2017,Pulses and Lentils,0.9817213024231954
Philippines,5,2,2017,Edible Oils,1.1515056621647926
Philippines,5,2,2017,Vegetables,0.7378087252694948
Philippines,5,2,2017,Sweeteners,0.9872016674554775
Philippines,5,2,2017,Miscellaneous,3.2701146891156365
Philippines,5,2,2017,Dairy Products,1.0357397655035003
Philippines,5,2,2017,Salt,0.8345697706257887
Philippines,5,2,2017,Proteins,1.1189185362225358
Philippines,5,2,2017,Fuel,1.146522762475334
Azerbaijan,5,2,2017,Grains and Cereals,0.7397950520560538
Azerbaijan,5,2,2017,Pulses and Lentils,1.0832182397977999
Azerbaijan,5,2,2017,Edible Oils,1.2999617632504077
Azerbaijan,5,2,2017,Vegetables,0.8403677148547349
Azerbaijan,5,2,2017,Sweeteners,1.1152108369582212
Azerbaijan,5,2,2017,Miscellaneous,3.4535479282493116
Azerbaijan,5,2,2017,Dairy Products,1.141878578910751
Azerbaijan,5,2,2017,Salt,0.9040100288430402
Azerbaijan,5,2,2017,Proteins,1.258275461941912
Azerbaijan,5,2,2017,Fuel,1.1206569213287971
Jordan,5,2,2017,Grains and Cereals,3.3987801336895362
Jordan,5,2,2017,Pulses and Lentils,5.1363978976604505
Jordan,5,2,2017,Edible Oils,5.28304836099921
Jordan,5,2,2017,Vegetables,2.290068585041334
Jordan,5,2,2017,Sweeteners,4.884199719796509
Jordan,5,2,2017,Miscellaneous,7.322598075114639
Jordan,5,2,2017,Dairy Products,4.368560592567686
Jordan,5,2,2017,Salt,4.34898255514683
Jordan,5,2,2017,Proteins,4.492128340812997
Jordan,5,2,2017,Fuel,5.041233363617521
Lebanon,5,2,2017,Grains and Cereals,0.36996069376830265
Lebanon,5,2,2017,Pulses and Lentils,0.5960737847897657
Lebanon,5,2,2017,Edible Oils,0.8490480967976107
Lebanon,5,2,2017,Vegetables,0.5003449113905485
Lebanon,5,2,2017,Sweeteners,0.5947389712918677
Lebanon,5,2,2017,Miscellaneous,2.952578523442931
Lebanon,5,2,2017,Dairy Products,0.6702438887790574
Lebanon,5,2,2017,Salt,0.5301565424980093
Lebanon,5,2,2017,Proteins,0.8108424317740954
Lebanon,5,2,2017,Fuel,0.7418836527932438
Syrian Arab Republic,5,2,2017,Grains and Cereals,0.696851630070089
Syrian Arab Republic,5,2,2017,Pulses and Lentils,1.0273512540191632
Syrian Arab Republic,5,2,2017,Edible Oils,1.240163729263633
Syrian Arab Republic,5,2,2017,Vegetables,0.7471982634494555
Syrian Arab Republic,5,2,2017,Sweeteners,1.0442582962281017
Syrian Arab Republic,5,2,2017,Miscellaneous,3.3766453999586847
Syrian Arab Republic,5,2,2017,Dairy Products,1.079378289493569
Syrian Arab Republic,5,2,2017,Salt,0.8385939029290026
Syrian Arab Republic,5,2,2017,Proteins,1.1849713468317562
Syrian Arab Republic,5,2,2017,Fuel,1.053050368523842
India,5,3,2017,Grains and Cereals,0.5337798615292448
India,5,3,2017,Pulses and Lentils,0.9696973506436899
